,categories,title,company_names,percentages,funding_amounts,days_left,n_supporters,likes,descriptions,durations,target_amounts
582,교육·키즈,만들면서 배울 수 있는 코딩 보드 '미메이커 보드',(주)오픈핑거스,22%,"1,120,000원",,11,22,우리 아이들이 쉽게 코딩을 배울 수 있도록 '심플하게' 만든 미메이커 코딩 보드 입니다.,2017.12.07-2018.01.10,"5,000,000원"
583,교육·키즈,"3-10세까지 사용하는 두뇌개발 체육가구, 아이큐브!",장기관(JK SQUARE),20%,"1,045,000원",,18,5,아이들을 위한 안전한 놀이 활동 교구!!,2015.12.08-2016.01.04,"5,000,000원"
584,교육·키즈,미세먼지 차단 유모차 커버,젠틀가이즈,20%,"203,000원",,7,17,위험한 미세먼지로부터 우리 소중한 아이를 지켜주고 싶습니다. 우리아이의 숨소리에 귀 기울여 제작한 숨시미 유모차 커버가 와디즈 펀딩을 통해 전파되었으면 합니다.,2019.07.24-2019.08.05,"1,000,000원"
585,교육·키즈,영어 100% 귀뚫고 숙달하기,오천북(5000book),20%,"120,000원",,11,12,영어 (소리 듣기 + 텍스트 읽기)를 반복(30회)하면 지금까지 한 번도 경험하지 못한 귀가 '뻥' 뚫여 내 자신이 감동합니다. 영어가 잘 들리는 느낌을 한 번만 경험하여 보십시요,2019.12.23-2020.01.08,"600,000원"
586,교육·키즈,재봉틀 없어도 걱정 말아요 그대 [올인원 쏘잉 패키지],김태흥 (김태흥),19%,"198,000원",,27,26,"코로나19로 인해 놓쳐버린 삶의 소소한 즐거움을 재봉틀 대여, 온라인 클래스, 재봉 키트까지 포함된 미싱유의 올인원 패키지로 되찾아 보세요.",2021.02.17-2021.03.15,"1,000,000원"
587,교육·키즈,"우리아이, 따뜻한 감성을 위한 조용한 가구 - agaPLUS",agaPLUS,18%,"541,000원",,4,18,일상에서 시각공해(視覺公害)를 일으키지 않고 부모와 아이를 위해 맡은 일 묵묵히 해내는 조용한 가구... 가끔은 아이와 함께 상상놀이를 즐기는 친구같은 가구 - agaPLUS,2017.12.29-2018.02.06,"3,000,000원"
588,교육·키즈,[주목받는 신입사원되기] 미리듣는 신입사원 기본교육,멀티캠퍼스,18%,"360,000원",,8,10,대기업에 취직한 신입사원 선배들은 어떤 교육을 받을까요?,2019.12.23-2020.01.10,"2,000,000원"
589,교육·키즈,맥킨더 맥코딩 색깔센서를 이용한 코딩로봇 맥코딩 헬로 컬러코딩 펀딩,주식회사 맥킨더에듀,18%,"566,000원",,27,12,기존 선따라가기에 컬러 센서를 추가하여 선을 따라가며 컬러를 인식 코딩을 하는 방식의 새로운 코딩로봇입니다. 마커를 이용한 컬러코딩은 물론 카드를 이용 코딩이 가능합니다.,2020.02.05-2020.04.03,"3,000,000원"
590,교육·키즈,대세는 코딩교육! 아두이노 4축 로봇팔 조립 키트,메이드올,17%,"95,000원",,3,8,코딩교육이 필수인 현대 시대에 맞춰 4차산업의 주축인 3D 프린터와 아두이노를 활용한 로봇팔 조립 키트입니다. 3D 프린터로 출력된 부품들과 아두이노로 움직이는 로봇팔입니다.,2017.11.06-2017.11.19,"550,000원"
591,교육·키즈,소년감성 아빠와 아이의 곤충탐험! 비틀박스DIY키트[디오라마],creepmonster,17%,"326,500원",,14,10,곤충을 사랑했던 소년은 이제 아빠가 되었지만 가슴엔 소년감성이 가득! 사랑하는 아이와 곤충탐험! 어떠세요?,2018.03.26-2018.04.20,"1,900,000원"
592,교육·키즈,"새로운 자신을 만나는 교육, 누구나 할 수 있는 연기",크리에이티브 랩 유랑,17%,"512,500원",,21,21,"연기 예술의 전문적인 내용을 누구나 할 수 있도록 쉽고, 재밌게 구성하여 다양한 배우체험 교육을 구성하려합니다.",2019.05.13-2019.06.30,"3,000,000원"
593,교육·키즈,손가방으로 손쉽게 바뀌는 똘똘한 유모차 가방,파우더 스미스,15%,"787,000원",,33,26,"기존 유모차 가방의 틀에서 벗어나, 유모차에 탈부착도 쉽고 일상에서 일반 가방으로 사용이 가능한 똘똘한 유모차 가방입니다.",2019.03.29-2019.04.15,"5,000,000원"
594,교육·키즈,"게임과 양치의 만남! 칫솔탈부착형 IoT 디바이스!, 펀브러시",LUNA SOCIETY LLC.,15%,"3,909,000원",,40,26,펀 브러시는 어린이들의 올바른 양치습관 형성을 도와주는 칫솔 탈 부착형 IoT디바이스  입니다. 펀 브러쉬와 함께라면 양치가 즐거워 질 수 있습니다.,2017.07.11-2017.09.11,"25,000,000원"
595,교육·키즈,"좋은 아빠가 될 수 있는 마법의 상자, 아빠와 아이템",조인앤조인,15%,"458,500원",,62,59,"아빠와 아이템, 모아를 시작으로 '아이'에게 좋은 아빠가 되어 보는 건 어떨까요? '아빠와 아이'를 위한 모든 걸 준비했어요.",2018.03.13-2018.04.16,"3,000,000원"
